0;HSD_SW_REF_DIAG_SEL;
1;HSD_SW_REF_DIAG;
2;HSD_SW_REF_TCXO;
3;HSD_SW_REF_OCXO;
4;HSD_SW_REF_REF_FREQ_INPUT_SEL;
5;HSD_SW_REF_EXT_REF;
6;HSD_SW_REF_PRESCALAR;
7;HSD_SW_REF_TIME_SEL;
8;HSD_SW_REF_RESFREQ_OUTPUT;
9;HSD_SW_REF_110_8_MHZ_OUTPUT_1;
10;HSD_SW_REF_110_8_MHZ_OUTPUT_2;
11;HSD_SW_REF_110_8_MHZ_OUTPUT_3;
12;HSD_SW_REF_NET_CLK_1_DDS;
13;HSD_SW_REF_NET_CLK_1_OSCILLATOR;
14;HSD_SW_REF_NET_CLK_1_N_DIVIDER;
15;HSD_SW_REF_NET_CLK_1_OUTPUT_FREQ_DIVIDER;
16;HSD_SW_REF_NET_CLK_1_DDS_RESET;
17;HSD_SW_REF_NET_CLK_1_DDS_FREQ_REG_ACTIVATE;
18;HSD_SW_REF_NET_CLK_1_DDS_PHASE_REG_ACTIVATE;
19;HSD_SW_REF_NET_CLK_1_N_FRAC_DIVIDER;
20;HSD_SW_REF_NET_CLK_1_N_MAIN_DIVIDER;
21;HSD_SW_REF_NET_CLK_2_DDS;
22;HSD_SW_REF_NET_CLK_2_OSCILLATOR;
23;HSD_SW_REF_NET_CLK_2_N_DIVIDER;
24;HSD_SW_REF_NET_CLK_2_OUTPUT_FREQ_DIVIDER;
25;HSD_SW_REF_NET_CLK_2_DDS_RESET;
26;HSD_SW_REF_NET_CLK_2_DDS_FREQ_REG_ACTIVATE;
27;HSD_SW_REF_NET_CLK_2_DDS_PHASE_REG_ACTIVATE;
28;HSD_SW_REF_NET_CLK_2_N_FRAC_DIVIDER;
29;HSD_SW_REF_NET_CLK_2_N_MAIN_DIVIDER;
30;HSD_SW_REF_NET_CLK_DDS_ADR_SEL;
31;HSD_SW_REF_NET_CLK_1_WR;
32;HSD_SW_REF_NET_CLK_2_WR;
33;HSD_SW_REF_NET_CLK_DATA_LSB;
34;HSD_SW_REF_NET_CLK_DATA_MSB;
35;HSD_SW_REF_I2C_SDA;
36;HSD_SW_REF_I2C_SCL;
37;HSD_SW_REF_3_WIRE_DATA;
38;HSD_SW_REF_3_WIRE_CLOCK;
39;HSD_SW_REF_3_WIRE_ENABLE;
40;HSD_SW_REF_I2C_SIN;
41;HSD_SW_REF_110_8_MLOCK_A;
42;HSD_SW_REF_OPT_POL_OCXO1;
43;HSD_SW_REF_OPT_POL_OCXO2;
44;HSD_SW_REF_RG_R_COUNT_ADDRESS;
45;HSD_SW_REF_RG_R_COUNT;
46;HSD_SW_REF_RG_N_COUNT_SINGLE_ADDRESS;
47;HSD_SW_REF_RG_N_COUNT_SINGLE;
48;HSD_SW_REF_RG_N_COUNT_DUAL_ADDRESS;
49;HSD_SW_REF_RG_N_COUNT_DUAL;
50;HSD_SW_REF_RG_A_COUNT_DUAL;
51;HSD_SW_REF_RG_STAT_ADDRESS;
52;HSD_SW_REF_RG_PD_CURRENT;
53;HSD_SW_REF_RG_RESOLUTION;
54;HSD_SW_REF_RG_TEST_MODE;
55;HSD_SW_FE_CON_1_SEL;
56;HSD_SW_FE_CON_2_SEL;
57;HSD_SW_FE_RF_TX_1_SEL;
58;HSD_SW_FE_RF_TX_2_SEL;
59;HSD_SW_FE_RF_RX_1_SEL;
60;HSD_SW_FE_RF_RX_2_SEL;
61;HSD_SW_FE_ATT_30_DB_TX_1;
62;HSD_SW_FE_ATT_30_DB_TX_2;
63;HSD_SW_FE_DIODE_SEL;
64;HSD_SW_FE_PEAK_DET_CTRL;
65;HSD_SW_FE_S_H_CTRL;
66;HSD_SW_FE_DIODE_TIME_CONST_SEL;
67;HSD_SW_FE_DIAG_SEL;
68;HSD_SW_FE_FAN;
69;HSD_SW_FE_ATT_CTRL;
70;HSD_SW_FE_AMP_22_DB_RX;
71;HSD_SW_FE_RF_POWER_INT_THRESHOLD;
72;HSD_SW_CO_FE_I2C_SDA;
73;HSD_SW_CO_FE_I2C_SCL;
74;HSD_SW_CO_FE_I2C_SIN;
75;HSD_SW_DIG_XIL_AT_DSP;
76;HSD_SW_DIG_XIL_LINK;
77;HSD_SW_DIG_XIL_MOD_DEMOD;
78;HSD_SW_DIG_DSP_RX_1;
79;HSD_SW_DIG_DSP_RX_2;
80;HSD_SW_DIG_DSP_TX_1;
81;HSD_SW_DIG_DSP_TX_2;
82;HSD_SW_DIG_LOAD_XIL_AT_DSP;
83;HSD_SW_DIG_LOAD_XIL_LINK;
84;HSD_SW_DIG_CPLD_DDC1_ISP;
85;HSD_SW_DIG_CPLD_DDC2_ISP;
86;HSD_SW_DIG_CPLD_TX_DSP1_ISP;
87;HSD_SW_DIG_CPLD_TX_DSP2_ISP;
88;HSD_SW_DIG_CPLD_ISP_CLK;
89;HSD_SW_DIG_CPLD_ISP_DATA_WR;
90;HSD_SW_DIG_RX_TX_1;
91;HSD_SW_DIG_RX_TX_2;
92;HSD_SW_DIG_LED_RF_1_OUT;
93;HSD_SW_DIG_LED_RF_1_IN;
94;HSD_SW_DIG_LED_RF_2_OUT;
95;HSD_SW_DIG_LED_RF_2_IN;
96;HSD_SW_DIG_LED_RF_3_OUT;
97;HSD_SW_DIG_LED_RF_4_IN;
98;HSD_SW_DIG_FAN_SPEED_LOW;
99;HSD_SW_DIG_FAN_SPEED;
100;HSD_SW_DIG_SEL_REF_OUT_2_SRC;
101;HSD_SW_DIG_SEL_PROG_NET_CLK_SRC;
102;HSD_SW_DIG_SEL_AUDIO_NET_CLK_SRC;
103;HSD_SW_DIG_LH_1_NET_CLK_SRC;
104;HSD_SW_DIG_LH_2_NET_CLK_SRC;
105;HSD_SW_DIG_ADC_SEL;
106;HSD_SW_DIG_DEM_SER_ROUTE;
107;HSD_SW_DIG_NOISE_ENABLE;
108;HSD_SW_DIG_MOD_DITHER;
109;HSD_SW_DIG_SUM_AUC_1;
110;HSD_SW_DIG_SUM_AUC_2;
111;HSD_SW_DIG_NET_CLK_1_DIV;
112;HSD_SW_DIG_NET_CLK_1_DIV_RESET;
113;HSD_SW_DIG_DDC_1_NET_CLK_SRC;
114;HSD_SW_DIG_NET_CLK_1_EXTEND_PULSE;
115;HSD_SW_DIG_NET_CLK_2_DIV;
116;HSD_SW_DIG_NET_CLK_2_DIV_RESET;
117;HSD_SW_DIG_DDC_2_NET_CLK_SRC;
118;HSD_SW_DIG_NET_CLK_2_EXTEND_PULSE;
119;HSD_SW_DIG_FE_ADC_CAL;
120;HSD_SW_DIG_DIAG_ADC_CAL;
121;HSD_SW_DIG_DIAG_ADC_CONV;
122;HSD_SW_DIG_DIAG_ADC_POL;
123;HSD_SW_DIG_FE_ADC_CONV;
124;HSD_SW_DIG_FM1_ENABLE;
125;HSD_SW_DIG_FM2_ENABLE;
126;HSD_SW_DIG_DIAG_SEL;
127;HSD_SW_DIG_DIAG_LINE_RESET;
128;HSD_SW_DIG_IQ_SRC_AUC_1_MUX_1;
129;HSD_SW_DIG_IQ_SRC_AUC_1_MUX_1_STATE;
130;HSD_SW_DIG_IQ_SRC_AUC_1_MUX_2;
131;HSD_SW_DIG_IQ_SRC_AUC_1_MUX_2_STATE;
132;HSD_SW_DIG_IQ_SRC_AUC_2_MUX_1;
133;HSD_SW_DIG_IQ_SRC_AUC_2_MUX_1_STATE;
134;HSD_SW_DIG_IQ_SRC_AUC_2_MUX_2;
135;HSD_SW_DIG_IQ_SRC_AUC_2_MUX_2_STATE;
136;HSD_SW_DIG_AUC_1_FILT_SEL;
137;HSD_SW_DIG_AUC_2_FILT_SEL;
138;HSD_SW_DIG_AUC_1_IQ_INV_SEL;
139;HSD_SW_DIG_AUC_2_IQ_INV_SEL;
140;HSD_SW_DIG_TX_DSP_1_SAMPLE_CLK;
141;HSD_SW_DIG_TX_DSP_2_SAMPLE_CLK;
142;HSD_SW_DIG_AUC_DATA_WR;
143;HSD_SW_DIG_LH_1_SRC_ROUTE_LOW;
144;HSD_SW_DIG_LH_2_SRC_ROUTE_LOW;
145;HSD_SW_DIG_LH_1_SRC_ROUTE_HIGH;
146;HSD_SW_DIG_LH_2_SRC_ROUTE_HIGH;
147;HSD_SW_DIG_LH_1_CLK_SEL;
148;HSD_SW_DIG_LH_2_CLK_SEL;
149;HSD_SW_DIG_LH_1_CLK_EN;
